568,649,82,0,0
176,500,595,0,0
105,49,4,0,0
83,50,47,0,0
74,136,11,0,0
149,126,8,0,0
300,89,3,0,0
279,65,4,0,0
271,104,14,0,0
397,209,20,0,0
481,222,12,0,0
12,16,6,0,0
174,393,78,0,0
617,618,30,0,0
0,0,0,165,0
148,71,4,0,0
89,108,9,0,0
134,32,10,0,2
120,37,2,0,0
7,20,12,0,0
90,59,3,0,0
414,238,54,0,1
816,116,100,0,0
7275,1114,314,0,0
442,61,9,0,0
173,44,5,0,0
43,68,3,0,0
0,0,0,2092,0
304,184,7,0,1
440,366,239,0,1
0,0,0,0,265342
828,182,7,0,0
283,74,160,0,0
298,246,138,0,0
255,70,2,0,0
239,279,34,0,0
118,135,15,0,0
2983,1582,592,0,0
419,205,21,0,0
51,50,9,0,0
22,81,6,0,0
360,180,33,0,0
70,39,5,0,0
