20834,83,730,125,79,228,201,17232,0,2262
36054,131,969,193,122,312,231,30973,0,3569
1381,9,43,11,9,12,9,1106,0,89
3294,13,108,11,15,28,23,2644,0,306
5062,33,123,32,48,55,23,4154,0,317
2525,48,30,2,8,13,11,2074,0,280
1351,19,17,4,4,14,3,1167,0,126
6020,26,112,14,19,45,30,5428,0,462
963,7,20,9,14,17,5,784,0,64
4009,11,104,28,16,36,29,3448,0,367
4747,31,99,19,17,57,24,3868,0,473
5236,20,140,28,15,39,32,4277,0,612
5610,24,148,28,16,76,33,4864,0,571
35241,145,877,168,122,304,237,27919,2239,3612
15192,102,563,116,124,190,136,12004,0,1323
1496,16,38,4,10,15,9,1472,0,203
627,15,5,1,1,7,1,523,0,55
