507,13,143,45,46,107,60,27,61,94,9,106,31,23,14,5,11,8,19,59,43,48,132,32,28,6,446,35,9,1,35,89,73,16,135,22,96,23,8,6,15104,22,7
48,0,7,4,14,7,8,4,56,8,1,8,1,47,5,0,12,0,1,0,0,2,5,7,1,0,158,7,0,0,3,11,3,3,7,1,3,0,4,1,757,0,2
486,8,92,114,85,106,120,47,210,58,13,94,45,75,94,6,28,12,14,15,18,44,132,78,40,2,1195,50,15,1,33,167,64,41,255,20,59,9,28,17,14224,43,19
5317,178,1011,493,442,877,1081,271,855,647,151,1125,196,314,266,29,183,83,307,387,114,475,1762,317,422,159,8426,249,127,28,262,877,1083,256,2128,188,522,204,102,84,118369,431,169
375,13,117,27,42,74,53,38,113,56,11,91,24,47,14,2,17,5,22,22,9,42,119,34,19,13,920,28,10,2,29,60,87,50,163,12,32,4,4,8,13011,42,11
546,6,218,87,39,116,24,18,43,137,37,174,52,10,10,10,4,16,37,57,39,86,132,36,73,5,270,13,11,5,24,80,76,19,118,25,57,22,15,3,15997,19,17
113,0,31,29,12,32,3,8,12,24,5,37,6,1,6,1,4,4,3,36,7,13,21,18,8,0,78,3,0,0,7,59,22,3,33,5,4,5,1,4,3813,16,3
115,3,32,10,22,20,38,13,60,18,1,19,5,29,7,1,15,2,2,10,1,17,41,10,2,4,600,19,5,1,19,32,19,23,94,6,19,0,1,0,4845,15,3
713,11,210,172,44,88,21,23,34,136,44,157,21,5,24,7,12,10,29,198,40,87,117,62,65,1,227,8,8,3,21,202,100,12,132,26,51,42,9,10,17588,23,16
221,11,53,73,62,63,122,62,73,18,6,33,5,59,15,0,15,3,10,27,5,12,63,15,8,26,972,21,4,3,34,62,42,43,158,9,25,2,5,7,7059,45,14
3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,42,0,0
48,0,17,3,2,22,9,3,8,11,3,16,3,3,7,0,2,0,2,7,1,12,26,7,1,1,48,4,4,1,7,13,10,3,43,6,3,0,1,1,2090,0,0
135,1,41,8,25,41,23,17,27,20,1,24,7,13,17,2,4,0,1,4,3,18,30,20,2,0,245,10,2,0,11,26,20,4,70,3,3,0,2,3,5165,8,4
66,2,24,6,5,9,9,5,25,11,2,25,1,13,2,1,5,1,3,1,0,5,8,4,11,0,639,6,4,0,6,15,5,8,16,2,1,0,1,0,3714,4,1
498,12,156,57,61,142,69,40,65,92,17,149,19,35,34,5,19,12,18,71,10,76,172,64,54,11,544,33,21,5,31,183,91,41,311,31,30,15,13,13,18714,42,13
