6,0,2,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,45,0,0,0,0,2,0,1,3,0,0,0,0,0,33,8,0
16,0,10,0,1,3,0,0,1,1,0,5,0,0,1,0,0,0,0,1,0,0,5,1,0,1,20,0,0,0,0,5,0,1,4,1,5,0,0,0,819,9,0
544,43,92,78,40,105,159,43,120,36,12,62,19,48,32,0,34,7,20,65,21,32,81,48,30,4,1116,32,11,0,26,124,55,22,334,11,77,21,8,7,12199,51,21
50,2,7,7,8,9,22,7,23,5,1,12,3,8,4,0,3,2,0,8,1,0,5,5,4,2,179,4,1,0,1,15,6,1,26,0,4,6,2,3,1788,3,2
4209,119,860,478,411,746,791,227,636,494,116,903,252,304,190,0,93,61,226,339,136,351,1613,260,184,77,5575,202,86,0,186,574,836,258,1546,159,261,131,73,82,99498,238,156
14,0,6,1,1,0,8,0,2,5,2,2,0,3,0,0,0,0,0,0,0,0,6,0,0,0,18,0,1,0,0,0,0,4,2,0,0,0,0,0,555,0,0
17,0,6,4,0,0,2,0,2,3,3,8,4,0,0,0,1,0,0,1,1,3,3,1,1,3,39,0,1,0,0,2,1,2,2,0,1,0,0,3,1035,1,4
99,3,17,16,11,4,18,1,5,9,4,4,3,8,5,0,4,1,0,23,2,4,2,2,17,0,113,8,1,0,6,12,3,5,23,1,17,7,0,3,145,13,0
28,0,24,2,0,1,1,1,6,2,1,14,3,0,0,0,0,0,0,6,2,4,4,3,2,0,101,3,1,0,1,2,7,2,15,1,0,0,2,0,3916,0,0
5159,146,1016,666,432,845,968,294,689,617,137,992,266,306,276,72,165,86,228,441,173,421,1612,394,363,149,7850,243,133,41,273,1009,933,289,2013,193,421,118,77,84,118543,352,157
