15,0,1,2,2,1,8,0,22,2,0,4,2,5,5,0,3,1,0,0,1,0,3,0,1,0,240,0,0,0,0,4,0,0,8,2,10,1,0,0,1250,4,0
39,0,9,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,1,1,0,0,0,2,0,8,0,1,0,0,1,11,0,1,0,0,0,0,0,789,0,0
13,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,291,0,0
1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,291,1,0
12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,305,2,0
110,3,22,16,11,4,21,1,5,13,5,6,3,10,5,0,4,1,0,26,2,4,4,2,17,0,163,8,1,0,6,14,3,6,26,1,17,7,0,3,365,21,0
2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,292,0,0
5,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,4,1,0,1,0,0,0,0,0,688,0,4
9418,267,1883,1151,851,1600,1781,528,1348,1116,254,1907,521,618,470,72,261,149,454,788,310,772,3230,659,551,228,13604,449,220,41,460,1598,1775,548,3585,352,686,255,152,169,219829,593,315
7,0,3,7,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,10,1,0,0,0,1,1,2,0,0,0,1,0,0,254,1,0
3,1,3,2,0,0,0,0,1,2,3,1,2,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,137,0,0
2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0
7,0,2,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,263,0,0
2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,240,2,0
9,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,1,0,1,0,0,0,0,0,233,0,0
13,0,1,3,0,0,0,0,0,0,1,3,0,0,1,0,1,0,2,6,0,0,2,1,0,0,1,0,0,0,0,4,3,0,7,1,5,0,0,0,866,1,0
10,0,1,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,137,5,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,108,0,0
7,0,10,1,0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,8,0,0,0,0,8,0,0,5,0,1,0,0,1,365,0,0
26,0,1,0,15,13,23,10,4,2,0,3,1,5,0,0,0,0,1,2,0,1,7,1,0,0,8,0,1,0,9,7,6,1,68,1,0,5,0,0,468,1,1
8,1,7,0,2,0,0,0,0,3,0,3,1,0,0,0,0,0,2,0,2,0,0,0,2,1,2,0,0,0,0,4,2,0,1,0,0,0,0,0,289,4,0
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0
7,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,2,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,1,0,303,0,3
3,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,1,0
39,7,5,8,1,0,6,3,3,5,0,0,2,2,6,0,2,2,1,2,1,9,5,0,0,0,1,0,0,0,0,0,7,11,33,0,0,0,2,0,476,1,0
3,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0
