2,0,0,0,1,1,3,0,5,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,0,0,31,1,0,0,0,3,0,0,7,0,1,0,0,0,96,0,0
55,5,5,22,7,20,10,4,25,3,3,4,2,4,3,1,1,3,0,10,1,0,10,3,1,8,171,8,1,0,4,33,6,0,13,2,8,0,1,1,522,11,1
7,0,1,4,1,3,0,0,0,0,0,0,3,1,0,0,1,0,0,2,0,0,1,0,0,0,21,2,0,0,2,1,0,1,2,0,2,0,0,0,148,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
16,11,4,2,10,2,9,0,7,1,1,2,0,2,9,0,4,0,0,0,0,0,0,6,0,1,88,3,1,0,2,6,1,1,9,0,7,4,0,1,668,9,0
202,5,34,29,25,49,26,21,25,22,5,44,6,22,16,0,5,1,17,17,6,34,96,10,8,3,262,13,5,2,22,62,42,7,61,7,37,5,4,3,1701,8,8
23,0,3,6,1,0,0,1,1,1,0,4,1,0,0,0,0,1,1,1,4,1,1,3,6,0,28,0,0,0,2,4,0,0,1,0,1,10,1,0,173,0,0
282,7,62,26,37,36,41,15,73,51,17,63,12,57,12,4,28,7,8,38,7,32,51,20,36,5,578,16,18,1,12,72,32,5,115,7,20,6,18,3,7316,29,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1512,101,204,158,218,302,578,145,516,174,34,242,50,188,158,7,90,45,20,232,59,34,122,149,153,94,4634,131,61,15,139,519,110,88,837,37,282,113,37,46,62445,210,27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
146,3,7,25,21,13,45,17,64,9,1,11,1,37,25,3,13,4,10,12,3,24,25,23,7,5,447,20,3,3,15,54,15,3,53,5,23,4,4,3,1335,19,2
2666,43,750,336,244,492,402,155,395,396,93,611,136,148,122,19,83,39,155,236,91,314,997,172,187,45,3510,103,51,13,132,393,552,162,1171,126,188,56,40,49,63841,138,87
23,0,4,4,2,13,9,2,9,1,0,1,1,4,1,0,2,0,0,0,0,1,6,3,2,0,72,5,0,0,2,17,3,1,16,0,5,0,1,0,808,7,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2082,40,583,304,152,387,198,117,261,378,72,539,103,103,61,19,40,31,120,212,67,240,740,122,207,38,2571,80,35,6,96,392,474,137,576,103,180,69,44,27,50145,128,71
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
6,0,0,0,4,6,6,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,7,0,1,0,0,4,1,0,5,0,0,0,0,0,535,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,105,0,0
1,0,1,0,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,1,0,0,0,36,0,0
12,1,1,0,6,1,5,1,9,0,1,5,0,2,0,0,2,1,0,1,0,0,0,0,0,0,88,5,0,0,2,1,0,1,14,0,0,0,0,0,923,3,0
57,5,11,24,9,15,9,10,23,2,2,6,6,4,5,0,2,2,1,11,2,2,9,6,0,6,184,12,1,0,5,30,5,0,22,2,6,2,1,1,456,9,1
26,0,1,1,5,6,12,3,1,3,0,3,6,5,1,0,1,0,0,0,0,0,0,3,1,1,28,0,2,0,0,11,0,1,25,0,1,2,2,2,1412,3,0
26,2,1,2,6,5,14,5,24,0,0,0,0,6,6,0,4,0,3,4,3,0,3,13,1,2,227,5,0,0,2,23,0,2,26,0,2,0,1,0,535,6,0
41,3,0,5,2,13,23,1,17,1,2,2,0,6,2,0,4,0,1,2,0,0,6,10,0,1,123,7,4,0,6,14,2,2,31,0,6,0,3,0,2409,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1546,12,380,94,64,190,89,35,63,239,59,409,46,37,37,14,17,10,120,57,22,210,585,75,94,6,594,27,17,6,26,79,397,54,375,60,58,29,15,15,27095,33,66
