0,0,289,0,0,281,0,0,0,1027
0,0,188,109,0,0,0,0,0,572
0,0,58,39,0,0,0,0,0,214
0,0,41,0,0,63,0,0,0,242
0,0,55,0,0,48,0,0,0,202
0,733,42,0,0,0,33,0,0,128
0,0,53,0,0,79,0,0,0,172
0,0,163,0,0,82,0,0,0,480
149642,0,0,0,0,0,0,123937,2239,0
0,0,66,0,0,0,74,0,0,158
0,0,33,0,55,0,0,0,0,94
0,0,39,0,0,0,43,0,0,208
0,0,50,0,0,0,42,0,0,188
0,0,53,44,0,0,0,0,0,157
0,0,41,0,0,0,14,0,0,210
0,0,235,107,0,0,0,0,0,580
0,0,0,0,0,33,0,0,0,139
0,0,12,0,0,11,0,0,0,98
0,0,54,0,0,0,21,0,0,339
0,0,150,0,110,0,0,0,0,431
0,0,44,0,0,0,86,0,0,204
0,0,71,0,0,41,0,0,0,133
0,0,89,0,0,119,0,0,0,130
0,0,92,66,0,0,0,0,0,175
0,0,34,0,15,0,0,0,0,135
0,0,168,0,80,0,0,0,0,392
0,0,248,0,192,0,0,0,0,770
0,0,65,47,0,0,0,0,0,232
0,0,47,38,0,0,0,0,0,134
0,0,12,0,24,0,0,0,0,77
0,0,31,0,20,0,0,0,0,164
0,0,59,0,0,45,0,0,0,220
0,0,16,0,0,0,112,0,0,252
0,0,40,77,0,0,0,0,0,137
0,0,25,0,0,84,0,0,0,115
0,0,44,61,0,0,0,0,0,253
0,0,43,0,0,67,0,0,0,201
0,0,77,92,0,0,0,0,0,113
0,0,23,0,0,0,54,0,0,281
0,0,62,34,0,0,0,0,0,201
0,0,121,79,0,0,0,0,0,630
0,0,196,0,0,258,0,0,0,845
0,0,0,0,0,0,23,0,0,22
0,0,278,0,134,118,0,0,0,508
0,0,19,0,9,0,0,0,0,116
0,0,31,0,0,42,0,0,0,140
0,0,368,0,0,0,386,0,0,1844
0,0,42,0,0,0,26,0,0,234
0,0,35,0,0,27,0,0,0,105
0,0,85,0,0,0,123,0,0,145
0,0,39,0,0,50,0,0,0,144
