26,4,3,2,1,2,5,3,1,2,1,8,1,2,7,0,1,0,0,1,2,0,1,1,2,0,37,1,1,0,0,6,0,0,3,0,4,1,1,0,1313,2,3
107,0,21,13,11,4,15,1,6,10,3,12,3,11,5,0,4,3,0,26,2,4,2,1,19,0,150,8,1,0,7,17,4,4,21,0,13,8,0,1,195,21,0
258,17,43,26,24,54,56,28,80,20,7,63,2,38,18,0,14,6,1,24,16,14,12,30,37,1,740,27,5,0,24,69,15,6,128,4,57,13,6,4,12656,40,8
1,0,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,1,0,1,0,1,0,2224,0,0
66,0,9,10,5,5,16,1,10,4,4,21,2,1,6,0,2,0,2,14,0,1,2,7,4,1,53,2,1,0,1,23,8,1,22,1,9,5,1,0,3800,6,0
1958,62,425,278,288,578,404,154,448,272,67,514,100,227,124,1,75,63,56,238,93,78,315,173,176,60,3164,144,62,0,144,435,223,123,837,47,230,134,71,57,110800,197,42
11,0,8,1,1,2,0,0,0,3,1,2,1,1,0,0,2,0,0,0,0,0,1,0,3,1,38,0,2,0,0,5,0,4,1,0,4,1,0,0,939,4,1
20,0,3,0,0,1,9,1,1,2,3,5,4,2,0,0,2,0,1,13,1,2,4,3,4,0,4,0,0,0,1,0,1,2,18,0,3,3,0,0,526,0,0
13,1,0,3,1,1,0,0,1,0,2,3,0,0,0,0,1,1,0,0,0,0,1,2,0,1,8,0,0,0,1,10,2,0,3,0,4,0,2,0,728,4,0
2697,74,531,382,314,617,511,204,484,369,92,643,108,230,167,33,121,79,49,310,109,107,307,279,272,94,4507,166,93,39,210,734,299,127,1058,58,382,118,96,52,132161,299,60
