6338,18,167,39,31,67,23,5308,0,519
1215,4,59,8,6,18,14,964,0,184
4367,19,184,31,34,50,51,3365,0,535
730,16,22,4,2,6,5,580,0,75
5146,43,139,32,23,56,31,4290,0,531
3448,14,103,25,25,43,25,2715,0,288
443,0,9,0,1,5,2,386,0,42
4594,10,151,28,22,40,34,3766,0,519
141,0,12,0,0,3,2,115,0,16
903,1,46,9,5,18,4,702,0,88
3493,6,82,12,8,30,18,2855,0,284
2776,10,87,18,13,29,18,2187,0,280
75246,444,1693,331,272,682,526,62982,2239,6552
12767,55,482,93,77,147,112,10319,0,1730
2864,4,97,20,16,20,13,2484,0,297
6608,28,181,41,25,56,34,5776,0,711
840,0,28,3,0,6,4,777,0,90
4655,17,153,27,17,50,44,3573,0,515
2226,11,60,16,6,21,14,1943,0,184
23,1,3,0,0,4,3,17,0,1
1848,8,64,7,10,7,11,1597,0,219
2213,9,71,8,13,26,13,1718,0,322
3529,7,129,31,16,29,12,2849,0,385
3229,8,104,10,17,35,24,2669,0,324
