11425,112,20,40,6,204,405,50,127,121
2180,39,4,6,0,83,79,13,27,41
7449,297,13,68,12,335,233,24,86,119
1000,172,2,8,0,158,61,11,16,12
8484,342,15,71,27,728,305,55,114,150
6264,62,5,41,11,73,97,27,58,48
810,4,0,1,2,21,36,3,11,0
8283,169,8,74,8,126,218,31,96,151
259,3,0,0,0,16,5,1,4,1
1610,19,3,8,3,11,59,12,26,25
6201,52,8,29,11,60,222,25,85,95
4734,86,7,64,10,214,175,20,51,57
127613,2886,262,900,236,5616,7640,637,2091,3086
22397,602,50,127,38,976,865,127,315,285
5247,82,7,38,4,84,162,37,61,93
11786,256,11,40,26,598,394,43,129,177
1608,7,3,8,3,19,53,8,18,21
7801,186,18,40,14,445,325,41,121,60
3685,50,5,9,11,549,118,19,18,17
41,1,0,0,0,1,3,2,1,3
3364,55,5,18,7,80,116,13,50,63
3626,161,10,37,3,248,137,12,84,75
6309,90,10,53,7,129,176,39,72,102
5654,149,8,62,7,155,196,29,67,93
