0,0,0,0,0,0,157,0
0,0,0,0,0,0,992,0
203,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,15,0,0,0,0,0,0
0,0,0,0,0,0,887,0
0,0,0,0,0,0,2977,0
1,0,30,187,23,14,8,16
0,0,0,0,0,9278,0,0
0,0,0,0,0,0,2,0
0,0,75316,0,0,0,0,0
0,0,0,0,0,0,7,0
0,0,0,0,0,0,2562,0
0,0,0,0,79939,0,0,0
1025,0,0,0,0,0,0,0
0,0,0,0,0,0,5,0
0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,62350
0,0,0,0,0,0,582,0
0,0,0,0,0,0,15,0
0,0,0,0,0,0,54,0
0,0,119,0,0,0,0,0
0,0,0,0,0,1085,0,0
0,51,0,0,0,0,0,0
0,0,0,0,0,0,966,0
0,0,0,0,0,0,1568,0
0,0,0,0,0,0,959,0
0,0,0,0,0,0,2757,0
0,0,0,0,0,0,3,0
0,0,0,0,33456,0,0,0
0,0,0,0,0,1025,0,0
0,0,0,0,0,0,6,0
0,0,0,0,0,0,14,0
1478,0,0,0,0,0,0,0
898,0,0,0,0,0,0,0
18164,0,0,0,0,0,0,0
0,0,0,0,0,0,9,0
0,0,0,0,0,76,0,0
