8984,21,6,1186,64,65,261,7170,47,0
600,15,0,75,8,4,13,490,1,0
9074,39,6,1277,79,77,364,7303,57,0
75246,373,67,6893,577,375,1927,62982,288,2239
7946,27,5,929,74,60,289,6497,45,0
9561,24,3,1030,62,68,174,7825,36,0
2229,7,0,304,14,14,48,1864,10,0
3083,20,9,465,30,29,153,2396,13,0
10644,31,6,1192,93,62,225,8522,34,0
4810,27,2,513,40,28,203,3920,22,0
23,1,0,8,0,1,2,17,0,0
1211,2,0,172,7,15,24,1016,1,0
3013,4,0,320,24,26,105,2553,15,0
2282,11,2,164,20,18,128,2032,9,0
10936,17,3,1362,62,68,239,9350,52,0
