790,1,2,0,577,8,331,325,796,1,0,1,0,435,10,0,180,1,0,0,0,0,2,23,0,0,54,285,5,22,340,6,0,2,41,0,0,0,2,2,1639,1,0
21,0,2,1,0,4,0,2,3,4,1,5,2,3,3,0,0,0,0,0,1,0,5,2,2,0,44,2,0,0,0,21,1,2,4,0,1,0,0,0,1136,7,0
11,6,3,0,1,1,0,14,23,5,0,21,0,6,0,0,3,0,0,1,0,0,0,0,2,2,920,2,1,0,4,3,0,0,2,0,0,0,0,0,11049,0,0
19,0,1,0,0,3,1,0,21,28,1,2,0,10,0,0,7,12,1,1,0,0,0,0,0,0,7500,1,0,1,0,1,0,0,7,0,0,0,1,0,3311,0,0
4032,151,1032,712,26,30,63,19,134,640,171,1213,207,30,306,34,13,139,106,620,222,206,635,468,510,157,91,35,134,12,26,1230,551,241,57,110,705,283,175,112,241515,563,114
99,0,0,0,13,9,29,2,1,2,0,22,0,3,0,0,2,0,2,3,0,0,0,1,1,0,10,1,20,2,1,1,0,0,1935,0,1,0,0,0,2735,0,0
23,0,0,1,4,1193,7,0,0,0,0,0,12,4,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,2,0,1,5,0,0,0,0,0,485,0,0
1,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,446,0,0
157,0,1,0,24,17,586,30,50,2,7,7,0,21,7,0,16,0,0,0,0,0,2,1,2,0,64,22,5,2,18,35,0,22,40,0,0,0,0,0,2588,2,0
4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0
