34,6,9,4,3,1,11,9,2,4,1,3,1,5,7,0,1,0,0,1,2,1,2,3,3,0,50,1,2,0,0,10,2,0,10,2,6,0,1,0,1244,2,5
111,0,17,16,11,4,18,1,7,10,5,7,3,11,5,0,4,2,0,27,2,4,0,2,20,0,162,8,1,0,8,16,5,6,24,1,17,7,0,1,169,21,0
380,33,95,46,34,86,86,38,122,49,11,80,6,41,19,0,24,3,5,30,18,29,46,38,39,3,1080,35,12,0,27,89,30,14,229,10,64,13,7,3,11660,45,12
49,3,7,9,12,3,16,5,21,5,1,6,1,8,3,0,8,0,1,8,0,1,4,7,1,2,172,6,2,0,3,13,7,1,17,0,5,5,2,2,1817,3,3
104,1,15,17,5,10,30,1,21,14,2,25,3,2,9,0,3,2,4,21,0,5,13,6,3,3,90,2,1,0,2,27,13,2,42,3,11,7,1,1,3597,6,2
3763,97,917,435,399,756,642,224,670,561,125,892,195,296,193,0,100,66,224,339,126,402,1318,252,250,76,5426,202,76,0,183,635,774,233,1468,152,303,149,87,79,100468,250,134
21,0,12,4,2,1,0,0,3,9,0,8,3,5,0,0,3,0,1,0,0,2,2,0,4,1,55,0,2,0,0,6,1,7,0,3,5,1,0,0,871,4,1
24,0,6,2,0,1,12,1,2,2,2,9,5,1,0,0,3,0,1,15,1,7,11,3,1,0,4,0,0,0,1,0,2,6,25,0,5,5,0,0,482,0,0
23,1,4,4,1,1,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,2,2,2,0,2,13,0,0,0,1,14,3,0,3,0,4,0,2,0,696,4,0
4682,117,1071,591,434,841,826,297,794,676,154,1018,199,305,279,69,184,83,232,453,141,484,1363,391,413,141,7716,232,124,50,297,1066,858,253,1848,185,486,139,94,71,119488,375,122
