6338,14,4,575,39,37,175,5308,20,0
1215,4,0,213,14,12,42,964,8,0
4367,17,2,712,39,37,81,3365,16,0
730,16,0,84,9,4,16,580,1,0
5146,28,15,554,47,28,172,4290,11,0
3448,12,2,397,24,15,57,2715,16,0
443,0,0,25,3,2,19,386,10,0
4594,9,1,645,21,37,75,3766,16,0
141,0,0,9,3,2,19,115,0,0
903,1,0,133,6,9,19,702,3,0
3493,6,0,299,25,24,78,2855,8,0
2776,10,0,348,22,19,40,2187,16,0
75246,373,67,6893,577,375,1927,62982,288,2239
12767,47,8,1840,96,120,501,10319,84,0
2864,3,0,362,17,12,64,2484,9,0
6608,28,0,694,46,38,240,5776,30,0
840,0,0,87,3,5,32,777,4,0
4655,17,0,529,58,41,147,3573,31,0
2226,9,2,140,12,20,119,1943,10,0
23,1,0,8,0,1,2,17,0,0
1848,5,3,216,14,19,62,1597,7,0
2213,7,2,338,20,10,68,1718,17,0
3529,6,1,411,37,23,119,2849,12,0
3229,6,2,378,22,20,81,2669,13,0
